"","method","time_mean","time_sd","MISE","ISE_sd","RKHS_MSE","RKHS_SE_sd","lambda_log_mean","lambda_log_sd","tau_log_mean","tau_log_sd","ratio_log_mean","ratio_log_sd"
"1","adaptive_adhoc",0.0341607356071472,0.00284587798175483,0.118623217071084,0.010039018475798,NA,NA,NA,NA,NA,NA,NA,NA
"2","adaptive_cv_optim",6.224098777771,3.16026623684765,0.0423286976482741,0.0206625174283149,NA,NA,NA,NA,NA,NA,NA,NA
"3","fixed_lscv",0.00612461566925049,0.00132634561463125,0.0436682492251755,0.016678480712764,NA,NA,NA,NA,NA,NA,NA,NA
"4","fixed_ns",0.000608334541320801,0.000297934681657472,0.141539016793913,0.00681538559037045,NA,NA,NA,NA,NA,NA,NA,NA
"5","fixed_pi",0.00126095056533813,7.97799973639831e-05,0.105063850176365,0.0209347144443566,NA,NA,NA,NA,NA,NA,NA,NA
"6","fixed_scv",0.00643672704696655,0.000673992917896985,0.102719658267625,0.0224280139656045,NA,NA,NA,NA,NA,NA,NA,NA
"7","kef_mll",21.1422365999222,11.782018374679,0.0843653434116075,0.0439369591379049,43.1559147270586,32.9574112740513,0.0738807809764212,0.390036063694302,-1.49276882058537,1.60293171847883,1.64053038253821,1.08579623603537
"8","kef_rot",3.73269224405289,0.363306534548799,0.0392825520287176,0.0185674297562517,19.9710542849985,12.3108889968529,0,0,-3.13033376849501,0,3.13033376849501,0
